code;class;sex;prevalence
S40;ICD_codes;both;0.02042054185200162
277;Phecodes;both;0.020453624949372216
J15;ICD_codes;male;0.02054794520547945
I80;ICD_codes;male;0.02054794520547945
514;Phecodes;male;0.020594965675057208
451;Phecodes;male;0.020594965675057208
375;Phecodes;male;0.020594965675057208
362;Phecodes;male;0.020594965675057208
N93;ICD_codes;both;0.020622725434694702
R01;ICD_codes;both;0.020622725434694702
R39;ICD_codes;both;0.020622725434694702
L53;ICD_codes;female;0.020682148040638608
537;Phecodes;female;0.020704685797312022
301;Phecodes;female;0.020704685797312022
240;Phecodes;female;0.020704685797312022
R45;ICD_codes;both;0.020824909017387788
396;Phecodes;both;0.020858647225597406
K31;ICD_codes;male;0.021004566210045664
S80;ICD_codes;male;0.021004566210045664
E04;ICD_codes;male;0.021004566210045664
N87;ICD_codes;both;0.021027092600080875
Z39;ICD_codes;both;0.021027092600080875
N61;ICD_codes;female;0.02104499274310595
L08;ICD_codes;female;0.02104499274310595
733;Phecodes;male;0.021052631578947368
J12;ICD_codes;both;0.021229276182773957
352;Phecodes;both;0.0212636695018226
N80;ICD_codes;female;0.021407837445573296
S22;ICD_codes;female;0.021407837445573296
G25;ICD_codes;female;0.021407837445573296
H35;ICD_codes;female;0.021407837445573296
477;Phecodes;female;0.02143116600072648
615;Phecodes;female;0.02143116600072648
H90;ICD_codes;both;0.021431459765467044
K35;ICD_codes;both;0.021431459765467044
M18;ICD_codes;male;0.021461187214611873
H04;ICD_codes;male;0.021461187214611873
N17;ICD_codes;male;0.021461187214611873
871;Phecodes;both;0.021466180639935196
807;Phecodes;both;0.021668691778047793
O03;ICD_codes;female;0.02177068214804064
D75;ICD_codes;female;0.02177068214804064
M35;ICD_codes;female;0.02177068214804064
I48;ICD_codes;both;0.021835826930853213
T81;ICD_codes;both;0.021835826930853213
K31;ICD_codes;both;0.021835826930853213
287;Phecodes;both;0.02187120291616039
E83;ICD_codes;male;0.021917808219178082
Z03;ICD_codes;male;0.021917808219178082
R76;ICD_codes;male;0.021917808219178082
K00;ICD_codes;male;0.021917808219178082
M41;ICD_codes;male;0.021917808219178082
I95;ICD_codes;male;0.021917808219178082
E53;ICD_codes;male;0.021917808219178082
1010;Phecodes;male;0.021967963386727688
458;Phecodes;male;0.021967963386727688
275;Phecodes;male;0.021967963386727688
840;Phecodes;both;0.022073714054272987
Z31;ICD_codes;female;0.022133526850507984
S43;ICD_codes;female;0.022133526850507984
388;Phecodes;female;0.022157646204140936
132;Phecodes;both;0.02227622519238558
D72;ICD_codes;male;0.02237442922374429
M50;ICD_codes;male;0.02237442922374429
Q40;ICD_codes;male;0.02237442922374429
M26;ICD_codes;male;0.02237442922374429
781;Phecodes;male;0.022425629290617848
575;Phecodes;male;0.022425629290617848
737;Phecodes;male;0.022425629290617848
S00;ICD_codes;both;0.022442377678932472
J96;ICD_codes;both;0.022442377678932472
N10;ICD_codes;both;0.022442377678932472
I95;ICD_codes;both;0.022442377678932472
738;Phecodes;both;0.022478736330498177
S40;ICD_codes;female;0.022496371552975326
N28;ICD_codes;female;0.022496371552975326
K43;ICD_codes;female;0.022496371552975326
K31;ICD_codes;female;0.022496371552975326
K40;ICD_codes;female;0.022496371552975326
333;Phecodes;female;0.022520886305848167
531;Phecodes;female;0.022520886305848167
575;Phecodes;both;0.022681247468610773
458;Phecodes;both;0.022681247468610773
R13;ICD_codes;male;0.0228310502283105
Q40;ICD_codes;both;0.02284674484431864
T15;ICD_codes;both;0.02284674484431864
F40;ICD_codes;female;0.022859216255442672
I95;ICD_codes;female;0.022859216255442672
N18;ICD_codes;female;0.022859216255442672
Z65;ICD_codes;female;0.022859216255442672
F45;ICD_codes;female;0.022859216255442672
532;Phecodes;male;0.02288329519450801
598;Phecodes;male;0.02288329519450801
362;Phecodes;both;0.02288375860672337
575;Phecodes;female;0.022884126407555393
819;Phecodes;female;0.022884126407555393
E87;ICD_codes;both;0.023048928427011728
303;Phecodes;both;0.023086269744835967
514;Phecodes;both;0.023086269744835967
Q40;ICD_codes;female;0.023222060957910014
F33;ICD_codes;female;0.023222060957910014
N97;ICD_codes;female;0.023222060957910014
352;Phecodes;female;0.023247366509262624
458;Phecodes;female;0.023247366509262624
M21;ICD_codes;male;0.023287671232876714
L05;ICD_codes;male;0.023287671232876714
B48;ICD_codes;male;0.023287671232876714
K92;ICD_codes;male;0.023287671232876714
Z85;ICD_codes;male;0.023287671232876714
477;Phecodes;both;0.023288780882948563
729;Phecodes;male;0.02334096109839817
509;Phecodes;both;0.023491292021061157
527;Phecodes;both;0.023491292021061157
625;Phecodes;both;0.023491292021061157
K43;ICD_codes;both;0.023655479175090983
N89;ICD_codes;both;0.023655479175090983
N46;ICD_codes;male;0.023744292237442923
H02;ICD_codes;male;0.023744292237442923
J31;ICD_codes;male;0.023744292237442923
Z92;ICD_codes;male;0.023744292237442923
T81;ICD_codes;male;0.023744292237442923
I86;ICD_codes;male;0.023744292237442923
D69;ICD_codes;male;0.023744292237442923
R25;ICD_codes;male;0.023744292237442923
54;Phecodes;male;0.02379862700228833
472;Phecodes;male;0.02379862700228833
374;Phecodes;male;0.02379862700228833
540;Phecodes;female;0.02397384671267708
J31;ICD_codes;both;0.024059846340477153
276;Phecodes;both;0.024098825435398947
472;Phecodes;both;0.024098825435398947
Z60;ICD_codes;male;0.024200913242009132
Z68;ICD_codes;male;0.024200913242009132
B00;ICD_codes;male;0.024200913242009132
R45;ICD_codes;female;0.024310595065312045
K01;ICD_codes;female;0.024310595065312045
E28;ICD_codes;female;0.024310595065312045
J31;ICD_codes;female;0.024310595065312045
586;Phecodes;female;0.024337086814384307
472;Phecodes;female;0.024337086814384307
S43;ICD_codes;both;0.024464213505863325
531;Phecodes;both;0.02450384771162414
180;Phecodes;both;0.02450384771162414
598;Phecodes;both;0.02450384771162414
R33;ICD_codes;male;0.024657534246575342
R39;ICD_codes;male;0.024657534246575342
K13;ICD_codes;male;0.024657534246575342
B48;ICD_codes;both;0.02466639708855641
D24;ICD_codes;both;0.02466639708855641
D72;ICD_codes;both;0.02466639708855641
362;Phecodes;female;0.024700326916091538
750;Phecodes;male;0.02471395881006865
1002;Phecodes;male;0.02471395881006865
Z85;ICD_codes;both;0.024868580671249495
I80;ICD_codes;both;0.024868580671249495
451;Phecodes;both;0.02490886998784933
514;Phecodes;female;0.025063567017798764
132;Phecodes;female;0.025063567017798764
K00;ICD_codes;both;0.02507076425394258
I25;ICD_codes;both;0.02507076425394258
K11;ICD_codes;male;0.02511415525114155
K43;ICD_codes;male;0.02511415525114155
750;Phecodes;both;0.025313892264074524
S00;ICD_codes;female;0.02539912917271408
D27;ICD_codes;female;0.02539912917271408
220;Phecodes;female;0.025426807119505995
738;Phecodes;female;0.025426807119505995
J32;ICD_codes;both;0.02547513141932875
D75;ICD_codes;both;0.02547513141932875
475;Phecodes;both;0.02551640340218712
J21;ICD_codes;male;0.025570776255707764
195;Phecodes;male;0.02562929061784897
477;Phecodes;male;0.02562929061784897
Z68;ICD_codes;both;0.025677315002021837
L23;ICD_codes;both;0.025677315002021837
M15;ICD_codes;both;0.025677315002021837
B48;ICD_codes;female;0.02576197387518142
598;Phecodes;female;0.02579004722121322
836;Phecodes;female;0.02579004722121322
750;Phecodes;female;0.02579004722121322
K58;ICD_codes;both;0.02587949858471492
E53;ICD_codes;both;0.02587949858471492
I44;ICD_codes;male;0.026027397260273973
M53;ICD_codes;male;0.026027397260273973
K35;ICD_codes;male;0.026027397260273973
J21;ICD_codes;both;0.026081682167408006
277;Phecodes;male;0.02608695652173913
287;Phecodes;male;0.02608695652173913
T65;ICD_codes;female;0.026124818577648767
R01;ICD_codes;female;0.026124818577648767
Z85;ICD_codes;female;0.026124818577648767
840;Phecodes;female;0.02615328732292045
C61;ICD_codes;male;0.026484018264840183
S23;ICD_codes;male;0.026484018264840183
L91;ICD_codes;male;0.026484018264840183
L91;ICD_codes;both;0.02648604933279418
D72;ICD_codes;female;0.02648766328011611
J21;ICD_codes;female;0.02648766328011611
E05;ICD_codes;female;0.02648766328011611
L91;ICD_codes;female;0.02648766328011611
989;Phecodes;female;0.02651652742462768
242;Phecodes;female;0.02651652742462768
649;Phecodes;female;0.02651652742462768
396;Phecodes;female;0.02651652742462768
836;Phecodes;both;0.0265289590927501
185;Phecodes;male;0.02654462242562929
540;Phecodes;both;0.026731470230862697
Z68;ICD_codes;female;0.026850507982583455
T88;ICD_codes;male;0.026940639269406392
E87;ICD_codes;male;0.026940639269406392
531;Phecodes;male;0.02700228832951945
742;Phecodes;male;0.02700228832951945
K11;ICD_codes;both;0.027092600080873434
T50;ICD_codes;both;0.027092600080873434
636;Phecodes;female;0.027243007628042135
527;Phecodes;female;0.027243007628042135
N18;ICD_codes;both;0.027294783663566517
N28;ICD_codes;both;0.027294783663566517
624;Phecodes;both;0.027339003645200487
195;Phecodes;both;0.027339003645200487
590;Phecodes;both;0.027339003645200487
Z99;ICD_codes;male;0.0273972602739726
S43;ICD_codes;male;0.0273972602739726
K12;ICD_codes;male;0.0273972602739726
H90;ICD_codes;male;0.0273972602739726
J96;ICD_codes;male;0.0273972602739726
836;Phecodes;male;0.02745995423340961
H02;ICD_codes;both;0.027496967246259604
819;Phecodes;both;0.02754151478331308
604;Phecodes;both;0.02754151478331308
374;Phecodes;both;0.02754151478331308
K00;ICD_codes;female;0.027576197387518143
303;Phecodes;female;0.027606247729749366
585;Phecodes;female;0.027606247729749366
1002;Phecodes;both;0.027744025921425677
1010;Phecodes;both;0.027744025921425677
K42;ICD_codes;both;0.027901334411645773
O99;ICD_codes;female;0.027939042089985485
R04;ICD_codes;female;0.027939042089985485
T65;ICD_codes;both;0.02810351799433886
B01;ICD_codes;both;0.02810351799433886
I80;ICD_codes;female;0.02830188679245283
R21;ICD_codes;male;0.028310502283105023
S13;ICD_codes;male;0.028310502283105023
451;Phecodes;female;0.028332727933163823
736;Phecodes;both;0.028351559335763468
989;Phecodes;both;0.028351559335763468
694;Phecodes;male;0.028375286041189933
871;Phecodes;male;0.028375286041189933
K11;ICD_codes;female;0.028664731494920173
S20;ICD_codes;female;0.028664731494920173
195;Phecodes;female;0.02869596803487105
J12;ICD_codes;male;0.028767123287671233
I21;ICD_codes;male;0.028767123287671233
I20;ICD_codes;male;0.028767123287671233
276;Phecodes;male;0.028832951945080093
509;Phecodes;male;0.028832951945080093
Z60;ICD_codes;both;0.0289122523251112
S06;ICD_codes;female;0.02902757619738752
E53;ICD_codes;female;0.02902757619738752
470;Phecodes;female;0.02905920813657828
Z03;ICD_codes;both;0.029114435907804288
K13;ICD_codes;both;0.029114435907804288
B99;ICD_codes;male;0.029223744292237442
Z75;ICD_codes;male;0.029223744292237442
S23;ICD_codes;both;0.02931661949049737
S42;ICD_codes;female;0.02939042089985486
W19;ICD_codes;both;0.029518803073190457
Z53;ICD_codes;male;0.02968036529680365
R14;ICD_codes;male;0.02968036529680365
Z92;ICD_codes;both;0.029720986655883543
S42;ICD_codes;both;0.029720986655883543
M10;ICD_codes;both;0.029720986655883543
I49;ICD_codes;female;0.029753265602322207
426;Phecodes;female;0.029785688339992736
M13;ICD_codes;male;0.030136986301369864
D75;ICD_codes;male;0.030136986301369864
S42;ICD_codes;male;0.030136986301369864
1002;Phecodes;female;0.030148928441699963
586;Phecodes;both;0.03017415957877683
628;Phecodes;both;0.03017415957877683
540;Phecodes;male;0.030205949656750573
S80;ICD_codes;both;0.0303275374039628
H02;ICD_codes;female;0.030478955007256895
L23;ICD_codes;female;0.030478955007256895
K58;ICD_codes;female;0.030478955007256895
374;Phecodes;female;0.030512168543407193
S22;ICD_codes;both;0.030529720986655885
T65;ICD_codes;male;0.030593607305936073
807;Phecodes;male;0.030663615560640733
989;Phecodes;male;0.030663615560640733
689;Phecodes;male;0.030663615560640733
S90;ICD_codes;both;0.030731904569348968
K63;ICD_codes;female;0.030841799709724237
L65;ICD_codes;both;0.030934088152042055
Z91;ICD_codes;male;0.031050228310502283
520;Phecodes;male;0.031121281464530894
722;Phecodes;male;0.031121281464530894
I45;ICD_codes;both;0.03113627173473514
R25;ICD_codes;both;0.03113627173473514
S20;ICD_codes;both;0.03113627173473514
J32;ICD_codes;female;0.031204644412191583
C50;ICD_codes;female;0.031204644412191583
475;Phecodes;female;0.03123864874682165
R13;ICD_codes;both;0.031338455317428224
302;Phecodes;both;0.03138922640745241
532;Phecodes;both;0.03138922640745241
H43;ICD_codes;male;0.031506849315068496
S63;ICD_codes;male;0.031506849315068496
I48;ICD_codes;male;0.031506849315068496
K12;ICD_codes;both;0.031540638900121314
S23;ICD_codes;female;0.031567489114658925
S06;ICD_codes;both;0.031742822482814397
J44;ICD_codes;female;0.03193033381712627
N10;ICD_codes;female;0.03193033381712627
N30;ICD_codes;male;0.0319634703196347
Z13;ICD_codes;female;0.03229317851959362
634;Phecodes;female;0.032328369051943334
1010;Phecodes;female;0.032328369051943334
R04;ICD_codes;both;0.03234937323089365
D18;ICD_codes;male;0.032420091324200914
H26;ICD_codes;male;0.032420091324200914
228;Phecodes;male;0.032494279176201374
K13;ICD_codes;female;0.03265602322206096
N85;ICD_codes;female;0.03265602322206096
Z60;ICD_codes;female;0.03265602322206096
N41;ICD_codes;both;0.032753740396279825
L81;ICD_codes;both;0.032753740396279825
L73;ICD_codes;male;0.03287671232876712
N18;ICD_codes;male;0.03287671232876712
L20;ICD_codes;male;0.03287671232876712
965;Phecodes;male;0.032951945080091534
N83;ICD_codes;both;0.03315810756166599
729;Phecodes;both;0.03321182665046578
S05;ICD_codes;male;0.03333333333333333
L98;ICD_codes;male;0.03333333333333333
M22;ICD_codes;male;0.03333333333333333
R23;ICD_codes;male;0.03333333333333333
T15;ICD_codes;male;0.03333333333333333
R41;ICD_codes;male;0.03333333333333333
N28;ICD_codes;male;0.03333333333333333
136;Phecodes;male;0.033409610983981694
723;Phecodes;male;0.033409610983981694
819;Phecodes;male;0.033409610983981694
274;Phecodes;both;0.03341433778857837
G57;ICD_codes;both;0.03356247472705216
Z37;ICD_codes;both;0.03356247472705216
M50;ICD_codes;both;0.03356247472705216
S13;ICD_codes;both;0.033764658309745246
Z13;ICD_codes;both;0.033764658309745246
804;Phecodes;female;0.03378132945877225
R99;ICD_codes;male;0.033789954337899546
S60;ICD_codes;male;0.033789954337899546
F39;ICD_codes;male;0.033789954337899546
742;Phecodes;both;0.033819360064803565
R21;ICD_codes;both;0.033966841892438336
K20;ICD_codes;female;0.034107402031930335
S20;ICD_codes;male;0.03424657534246575
306;Phecodes;male;0.034324942791762014
Z92;ICD_codes;female;0.03447024673439768
174;Phecodes;female;0.03450780966218671
S05;ICD_codes;both;0.03457339264051759
I49;ICD_codes;both;0.034775576223210675
K12;ICD_codes;female;0.03483309143686502
Z03;ICD_codes;female;0.03483309143686502
M21;ICD_codes;both;0.03497775980590376
S63;ICD_codes;both;0.03497775980590376
S06;ICD_codes;male;0.03515981735159817
E03;ICD_codes;male;0.03515981735159817
R59;ICD_codes;male;0.03515981735159817
B99;ICD_codes;both;0.03517994338859685
K63;ICD_codes;both;0.03538212697128993
Z96;ICD_codes;female;0.03555878084179971
S05;ICD_codes;female;0.03555878084179971
T50;ICD_codes;female;0.03555878084179971
Z53;ICD_codes;both;0.03558431055398301
Z96;ICD_codes;both;0.03558431055398301
L73;ICD_codes;both;0.03558431055398301
A08;ICD_codes;male;0.03561643835616438
S92;ICD_codes;male;0.03561643835616438
Z13;ICD_codes;male;0.03561643835616438
Z96;ICD_codes;male;0.03561643835616438
801;Phecodes;male;0.035697940503432495
564;Phecodes;male;0.035697940503432495
350;Phecodes;male;0.035697940503432495
N81;ICD_codes;both;0.0357864941366761
618;Phecodes;both;0.035844471445929525
B36;ICD_codes;female;0.035921625544267054
433;Phecodes;female;0.03596077006901562
N91;ICD_codes;both;0.036190861302062276
M53;ICD_codes;both;0.036190861302062276
433;Phecodes;both;0.03624949372215472
F18;ICD_codes;female;0.036284470246734396
1001;Phecodes;female;0.03632401017072285
N45;ICD_codes;male;0.0365296803652968
G44;ICD_codes;male;0.0365296803652968
R23;ICD_codes;both;0.03659522846744844
288;Phecodes;male;0.036613272311212815
433;Phecodes;male;0.036613272311212815
O09;ICD_codes;female;0.03664731494920174
M16;ICD_codes;female;0.03664731494920174
N93;ICD_codes;female;0.03664731494920174
736;Phecodes;female;0.036687250272430076
D18;ICD_codes;both;0.03679741205014153
228;Phecodes;both;0.036857027136492505
S82;ICD_codes;male;0.036986301369863014
S60;ICD_codes;both;0.036999595632834614
R25;ICD_codes;female;0.03701015965166909
733;Phecodes;both;0.037059538274605106
M22;ICD_codes;both;0.0372017792155277
585;Phecodes;both;0.0372620494127177
411;Phecodes;both;0.0372620494127177
K42;ICD_codes;male;0.03744292237442922
E61;ICD_codes;male;0.03744292237442922
520;Phecodes;both;0.0374645605508303
262;Phecodes;male;0.037528604118993135
586;Phecodes;male;0.037528604118993135
N87;ICD_codes;female;0.03773584905660377
L73;ICD_codes;female;0.03773584905660377
Z39;ICD_codes;female;0.03773584905660377
S80;ICD_codes;female;0.03773584905660377
S63;ICD_codes;female;0.03773584905660377
781;Phecodes;both;0.037869582827055485
S52;ICD_codes;male;0.03789954337899543
C44;ICD_codes;male;0.03789954337899543
R04;ICD_codes;male;0.03789954337899543
R12;ICD_codes;male;0.03789954337899543
800;Phecodes;male;0.037986270022883295
592;Phecodes;male;0.037986270022883295
J44;ICD_codes;both;0.03801051354630004
R13;ICD_codes;female;0.038098693759071114
S13;ICD_codes;female;0.038098693759071114
M15;ICD_codes;female;0.038098693759071114
590;Phecodes;female;0.03814021067925899
532;Phecodes;female;0.03814021067925899
ever_multipreg;Questionnaire;female;0.03815694744420446
K20;ICD_codes;both;0.038212697128993126
R60;ICD_codes;male;0.038356164383561646
Z73;ICD_codes;male;0.038356164383561646
R21;ICD_codes;female;0.038461538461538464
Z75;ICD_codes;both;0.0386170642943793
Y83;ICD_codes;female;0.038824383164005806
1011;Phecodes;male;0.038901601830663615
564;Phecodes;both;0.039084649655731066
R23;ICD_codes;female;0.03918722786647315
M41;ICD_codes;both;0.039223615042458554
H26;ICD_codes;both;0.039223615042458554
M16;ICD_codes;both;0.039223615042458554
851;Phecodes;female;0.03922993098438068
742;Phecodes;female;0.03922993098438068
H16;ICD_codes;male;0.039269406392694065
G89;ICD_codes;male;0.039269406392694065
370;Phecodes;male;0.039359267734553775
S60;ICD_codes;female;0.03955007256894049
293;Phecodes;female;0.039593171086087904
Z91;ICD_codes;both;0.03962798220784472
M89;ICD_codes;male;0.03972602739726028
741;Phecodes;male;0.039816933638443935
772;Phecodes;male;0.039816933638443935
T88;ICD_codes;both;0.03983016579053781
S90;ICD_codes;female;0.03991291727140784
B99;ICD_codes;female;0.03991291727140784
R14;ICD_codes;both;0.04003234937323089
288;Phecodes;both;0.040097205346294046
694;Phecodes;both;0.040097205346294046
M20;ICD_codes;male;0.04018264840182648
M43;ICD_codes;male;0.04018264840182648
782;Phecodes;male;0.040274599542334096
M22;ICD_codes;female;0.04027576197387518
D18;ICD_codes;female;0.04027576197387518
Z53;ICD_codes;female;0.04027576197387518
228;Phecodes;female;0.04031965128950236
B01;ICD_codes;female;0.040638606676342524
F18;ICD_codes;both;0.04063890012131015
A08;ICD_codes;both;0.04063890012131015
B36;ICD_codes;both;0.04063890012131015
136;Phecodes;both;0.04070473876063183
737;Phecodes;both;0.04090724989874443
Z79;ICD_codes;female;0.04100145137880987
W19;ICD_codes;female;0.04100145137880987
M13;ICD_codes;both;0.04104326728669632
R41;ICD_codes;both;0.04104326728669632
M26;ICD_codes;both;0.04104326728669632
729;Phecodes;female;0.04104613149291682
I49;ICD_codes;male;0.0410958904109589
K63;ICD_codes;male;0.0410958904109589
E55;ICD_codes;male;0.0410958904109589
804;Phecodes;both;0.041312272174969626
S62;ICD_codes;female;0.041364296081277216
625;Phecodes;female;0.041409371594624045
R99;ICD_codes;both;0.041447634452082494
L29;ICD_codes;male;0.041552511415525115
705;Phecodes;male;0.041647597254004576
743;Phecodes;male;0.041647597254004576
698;Phecodes;male;0.041647597254004576
766;Phecodes;male;0.041647597254004576
689;Phecodes;both;0.04171729445119481
564;Phecodes;female;0.04177261169633127
290;Phecodes;female;0.04177261169633127
Y83;ICD_codes;both;0.04185200161746866
800;Phecodes;both;0.04191980558930741
605;Phecodes;both;0.04191980558930741
293;Phecodes;both;0.04191980558930741
S22;ICD_codes;male;0.04200913242009133
456;Phecodes;male;0.042105263157894736
E83;ICD_codes;both;0.04225636878285483
851;Phecodes;both;0.042324827865532606
275;Phecodes;both;0.042324827865532606
N89;ICD_codes;female;0.04245283018867924
M50;ICD_codes;female;0.04245283018867924
M16;ICD_codes;male;0.04246575342465753
H01;ICD_codes;male;0.04246575342465753
M19;ICD_codes;male;0.04246575342465753
G43;ICD_codes;male;0.04246575342465753
520;Phecodes;female;0.04249909189974573
375;Phecodes;both;0.0427298501417578
288;Phecodes;female;0.04286233200145296
S82;ICD_codes;both;0.04286291953093409
L60;ICD_codes;male;0.042922374429223746
M70;ICD_codes;male;0.042922374429223746
703;Phecodes;male;0.043020594965675056
L81;ICD_codes;female;0.043178519593613934
K20;ICD_codes;male;0.04337899543378995
I87;ICD_codes;male;0.04337899543378995
965;Phecodes;both;0.04353989469420818
722;Phecodes;both;0.04353989469420818
C44;ICD_codes;both;0.043671653861706426
G89;ICD_codes;both;0.043873837444399516
D24;ICD_codes;female;0.04390420899854862
701;Phecodes;male;0.043935926773455376
470;Phecodes;both;0.04394491697043337
180;Phecodes;female;0.043952052306574646
M53;ICD_codes;female;0.04426705370101597
M21;ICD_codes;female;0.04426705370101597
B00;ICD_codes;both;0.04427820460978569
54;Phecodes;both;0.044349939246658567
340;Phecodes;male;0.044393592677345536
172;Phecodes;male;0.044393592677345536
H16;ICD_codes;both;0.04448038819247877
R60;ICD_codes;both;0.04448038819247877
A08;ICD_codes;female;0.04462989840348331
H26;ICD_codes;female;0.04462989840348331
Z30;ICD_codes;male;0.04474885844748858
Z63;ICD_codes;male;0.04474885844748858
N47;ICD_codes;male;0.04474885844748858
N50;ICD_codes;male;0.04474885844748858
741;Phecodes;both;0.04475496152288376
370;Phecodes;both;0.04475496152288376
292;Phecodes;male;0.044851258581235696
459;Phecodes;male;0.044851258581235696
293;Phecodes;male;0.044851258581235696
244;Phecodes;male;0.044851258581235696
H04;ICD_codes;both;0.044884755357864944
L98;ICD_codes;both;0.044884755357864944
1001;Phecodes;both;0.04495747266099635
800;Phecodes;female;0.04504177261169633
J04;ICD_codes;male;0.045205479452054796
I25;ICD_codes;male;0.045205479452054796
M18;ICD_codes;both;0.04528912252325111
608;Phecodes;male;0.04530892448512586
G57;ICD_codes;female;0.045355587808417995
M67;ICD_codes;male;0.045662100456621
N48;ICD_codes;male;0.045662100456621
J44;ICD_codes;male;0.045662100456621
Y83;ICD_codes;male;0.045662100456621
782;Phecodes;both;0.04576751721344674
701;Phecodes;both;0.04576751721344674
241;Phecodes;both;0.04597002835155933
Z75;ICD_codes;female;0.04608127721335269
F18;ICD_codes;male;0.046118721461187215
735;Phecodes;male;0.04622425629290618
851;Phecodes;male;0.04622425629290618
766;Phecodes;both;0.04637505062778453
L40;ICD_codes;female;0.04644412191582003
Z91;ICD_codes;female;0.04644412191582003
136;Phecodes;female;0.04649473301852525
T30;ICD_codes;male;0.04657534246575343
B36;ICD_codes;male;0.04657534246575343
R49;ICD_codes;male;0.04657534246575343
Z73;ICD_codes;both;0.04670440760210271
801;Phecodes;both;0.04678007290400972
F10;ICD_codes;both;0.046906591184795794
L20;ICD_codes;both;0.046906591184795794
Z79;ICD_codes;both;0.04710877476748888
R41;ICD_codes;female;0.04716981132075472
705;Phecodes;both;0.047185095180234914
701;Phecodes;female;0.0472212132219397
E79;ICD_codes;both;0.04731095835018197
290;Phecodes;both;0.04738760631834751
H11;ICD_codes;male;0.047488584474885846
N94;ICD_codes;both;0.04751314193287505
R99;ICD_codes;female;0.04753265602322206
S82;ICD_codes;female;0.04753265602322206
G89;ICD_codes;female;0.04753265602322206
317;Phecodes;both;0.04759011745646011
372;Phecodes;male;0.04759725400457666
Z34;ICD_codes;both;0.04771532551556813
426;Phecodes;both;0.0477926285945727
H43;ICD_codes;both;0.04791750909826122
I45;ICD_codes;male;0.04794520547945205
296;Phecodes;male;0.04805491990846682
E02;ICD_codes;both;0.048119692680954305
R14;ICD_codes;female;0.04825834542815675
C44;ICD_codes;female;0.04825834542815675
624;Phecodes;female;0.04831093352706139
350;Phecodes;both;0.04840016200891049
459;Phecodes;both;0.04840016200891049
H16;ICD_codes;female;0.04862119013062409
741;Phecodes;female;0.048674173628768615
Z90;ICD_codes;male;0.04885844748858448
K60;ICD_codes;female;0.04898403483309144
370;Phecodes;female;0.04903741373047584
479;Phecodes;female;0.04903741373047584
N84;ICD_codes;both;0.049130610594419734
622;Phecodes;both;0.049210206561360874
S92;ICD_codes;both;0.04933279417711282
S62;ICD_codes;both;0.04933279417711282
R60;ICD_codes;female;0.04934687953555878
L57;ICD_codes;female;0.04934687953555878
694;Phecodes;female;0.049400653832183075
172;Phecodes;both;0.049412717699473474
585;Phecodes;male;0.0494279176201373
M13;ICD_codes;female;0.04970972423802612
733;Phecodes;female;0.0497638939338903
704;Phecodes;male;0.04988558352402746
R12;ICD_codes;both;0.04993934492519207
T88;ICD_codes;female;0.050072568940493466
766;Phecodes;female;0.05012713403559753
782;Phecodes;female;0.05012713403559753
781;Phecodes;female;0.05012713403559753
L40;ICD_codes;both;0.05014152850788516
R59;ICD_codes;both;0.05014152850788516
M12;ICD_codes;male;0.0502283105022831
960;Phecodes;male;0.05034324942791762
N63;ICD_codes;both;0.050343712090578245
689;Phecodes;female;0.050490374137304755
S52;ICD_codes;both;0.05054589567327133
H25;ICD_codes;male;0.050684931506849315
B37;ICD_codes;male;0.050684931506849315
is_lefthanded;Questionnaire;female;0.05075593952483801
112;Phecodes;male;0.05080091533180778
804;Phecodes;male;0.05080091533180778
292;Phecodes;both;0.05083029566626165
772;Phecodes;both;0.05103280680437424
B49;ICD_codes;male;0.05114155251141553
Z28;ICD_codes;male;0.05114155251141553
459;Phecodes;female;0.051216854340719216
1011;Phecodes;both;0.051235317942486834
705;Phecodes;female;0.05158009444242644
H01;ICD_codes;both;0.05175899716942984
611;Phecodes;both;0.05184285135682463
965;Phecodes;female;0.05194333454413367
1000;Phecodes;male;0.05217391304347826
528;Phecodes;male;0.05217391304347826
L65;ICD_codes;female;0.05224963715529753
R30;ICD_codes;male;0.05251141552511415
E04;ICD_codes;both;0.052567731500202185
K60;ICD_codes;both;0.05276991508289527
479;Phecodes;both;0.05285540704738761
H11;ICD_codes;both;0.05297209866558836
J34;ICD_codes;female;0.05297532656023222
M41;ICD_codes;female;0.05297532656023222
372;Phecodes;both;0.0530579181855002
Z73;ICD_codes;female;0.05333817126269957
H40;ICD_codes;female;0.05333817126269957
365;Phecodes;female;0.05339629495096258
722;Phecodes;female;0.05339629495096258
172;Phecodes;female;0.05339629495096258
1005;Phecodes;female;0.05339629495096258
915;Phecodes;male;0.05354691075514874
473;Phecodes;male;0.05354691075514874
619;Phecodes;both;0.05366545159983799
F34;ICD_codes;male;0.053881278538812784
M12;ICD_codes;both;0.05398301657905378
L98;ICD_codes;female;0.05406386066763425
628;Phecodes;female;0.054122775154377044
L60;ICD_codes;both;0.05418520016174687
F52;ICD_codes;both;0.05418520016174687
703;Phecodes;both;0.05427298501417578
D64;ICD_codes;male;0.054337899543379
290;Phecodes;male;0.05446224256292906
H40;ICD_codes;both;0.054589567327133035
365;Phecodes;both;0.054678007290400975
723;Phecodes;both;0.054678007290400975
Z86;ICD_codes;female;0.05478955007256894
L57;ICD_codes;both;0.054791750909826124
Z79;ICD_codes;male;0.0547945205479452
