code;class;sex;prevalence
H50;ICD_codes;both;0.003639304488475536
E63;ICD_codes;both;0.003639304488475536
635;Phecodes;both;0.0036452004860267314
724;Phecodes;both;0.0036452004860267314
284;Phecodes;both;0.0036452004860267314
643;Phecodes;both;0.0036452004860267314
T16;ICD_codes;male;0.0036529680365296802
F05;ICD_codes;male;0.0036529680365296802
S29;ICD_codes;male;0.0036529680365296802
I27;ICD_codes;male;0.0036529680365296802
G97;ICD_codes;male;0.0036529680365296802
R93;ICD_codes;male;0.0036529680365296802
I31;ICD_codes;male;0.0036529680365296802
G58;ICD_codes;male;0.0036529680365296802
Z81;ICD_codes;male;0.0036529680365296802
R70;ICD_codes;male;0.0036529680365296802
M80;ICD_codes;male;0.0036529680365296802
Z93;ICD_codes;male;0.0036529680365296802
H50;ICD_codes;male;0.0036529680365296802
V87;ICD_codes;male;0.0036529680365296802
L27;ICD_codes;male;0.0036529680365296802
J95;ICD_codes;male;0.0036529680365296802
M35;ICD_codes;male;0.0036529680365296802
Q12;ICD_codes;male;0.0036529680365296802
W64;ICD_codes;male;0.0036529680365296802
G96;ICD_codes;male;0.0036529680365296802
344;Phecodes;male;0.0036613272311212816
385;Phecodes;male;0.0036613272311212816
10;Phecodes;male;0.0036613272311212816
981;Phecodes;male;0.0036613272311212816
253;Phecodes;male;0.0036613272311212816
225;Phecodes;male;0.0036613272311212816
611;Phecodes;male;0.0036613272311212816
J91;ICD_codes;both;0.003841488071168621
K50;ICD_codes;both;0.003841488071168621
K27;ICD_codes;both;0.003841488071168621
F12;ICD_codes;both;0.003841488071168621
N21;ICD_codes;both;0.003841488071168621
T83;ICD_codes;both;0.003841488071168621
E00;ICD_codes;both;0.003841488071168621
K06;ICD_codes;both;0.003841488071168621
504;Phecodes;both;0.0038477116241393276
184;Phecodes;both;0.0038477116241393276
967;Phecodes;both;0.0038477116241393276
446;Phecodes;both;0.0038477116241393276
857;Phecodes;both;0.0038477116241393276
A60;ICD_codes;female;0.0039912917271407835
S66;ICD_codes;female;0.0039912917271407835
L68;ICD_codes;female;0.0039912917271407835
D05;ICD_codes;female;0.0039912917271407835
O46;ICD_codes;female;0.0039912917271407835
R27;ICD_codes;female;0.0039912917271407835
O41;ICD_codes;female;0.0039912917271407835
M87;ICD_codes;female;0.0039912917271407835
R78;ICD_codes;female;0.0039912917271407835
I97;ICD_codes;female;0.0039912917271407835
K65;ICD_codes;female;0.0039912917271407835
M40;ICD_codes;female;0.0039912917271407835
D34;ICD_codes;female;0.0039912917271407835
R65;ICD_codes;female;0.0039912917271407835
L76;ICD_codes;female;0.0039912917271407835
T43;ICD_codes;female;0.0039912917271407835
E01;ICD_codes;female;0.0039912917271407835
H80;ICD_codes;female;0.0039912917271407835
I15;ICD_codes;female;0.0039912917271407835
297;Phecodes;female;0.003995641118779513
430;Phecodes;female;0.003995641118779513
383;Phecodes;female;0.003995641118779513
315;Phecodes;female;0.003995641118779513
420;Phecodes;female;0.003995641118779513
759;Phecodes;female;0.003995641118779513
226;Phecodes;female;0.003995641118779513
246;Phecodes;female;0.003995641118779513
J93;ICD_codes;both;0.0040436716538617065
D56;ICD_codes;both;0.0040436716538617065
S96;ICD_codes;both;0.0040436716538617065
H80;ICD_codes;both;0.0040436716538617065
G58;ICD_codes;both;0.0040436716538617065
I13;ICD_codes;both;0.0040436716538617065
E16;ICD_codes;both;0.0040436716538617065
O60;ICD_codes;both;0.0040436716538617065
A60;ICD_codes;both;0.0040436716538617065
T18;ICD_codes;both;0.0040436716538617065
S73;ICD_codes;both;0.0040436716538617065
383;Phecodes;both;0.004050222762251924
759;Phecodes;both;0.004050222762251924
38;Phecodes;both;0.004050222762251924
199;Phecodes;both;0.004050222762251924
661;Phecodes;both;0.004050222762251924
251;Phecodes;both;0.004050222762251924
T42;ICD_codes;male;0.00410958904109589
N00;ICD_codes;male;0.00410958904109589
K50;ICD_codes;male;0.00410958904109589
D49;ICD_codes;male;0.00410958904109589
N12;ICD_codes;male;0.00410958904109589
D29;ICD_codes;male;0.00410958904109589
I89;ICD_codes;male;0.00410958904109589
S72;ICD_codes;male;0.00410958904109589
R58;ICD_codes;male;0.00410958904109589
L65;ICD_codes;male;0.00410958904109589
G61;ICD_codes;male;0.00410958904109589
S53;ICD_codes;male;0.00410958904109589
J91;ICD_codes;male;0.00410958904109589
I99;ICD_codes;male;0.00410958904109589
R97;ICD_codes;male;0.00410958904109589
I77;ICD_codes;male;0.00410958904109589
A60;ICD_codes;male;0.00410958904109589
K09;ICD_codes;male;0.00410958904109589
Z16;ICD_codes;male;0.00410958904109589
L97;ICD_codes;male;0.00410958904109589
T51;ICD_codes;male;0.00410958904109589
I16;ICD_codes;male;0.00410958904109589
H80;ICD_codes;male;0.00410958904109589
L89;ICD_codes;male;0.00410958904109589
R15;ICD_codes;male;0.00410958904109589
T83;ICD_codes;male;0.00410958904109589
222;Phecodes;male;0.004118993135011442
383;Phecodes;male;0.004118993135011442
753;Phecodes;male;0.004118993135011442
771;Phecodes;male;0.004118993135011442
857;Phecodes;male;0.004118993135011442
759;Phecodes;male;0.004118993135011442
200;Phecodes;male;0.004118993135011442
210;Phecodes;male;0.004118993135011442
526;Phecodes;male;0.004118993135011442
450;Phecodes;male;0.004118993135011442
580;Phecodes;male;0.004118993135011442
I36;ICD_codes;both;0.004245855236554792
B27;ICD_codes;both;0.004245855236554792
D49;ICD_codes;both;0.004245855236554792
I16;ICD_codes;both;0.004245855236554792
O92;ICD_codes;both;0.004245855236554792
Y84;ICD_codes;both;0.004245855236554792
430;Phecodes;both;0.00425273390036452
963;Phecodes;both;0.00425273390036452
D49;ICD_codes;female;0.0043541364296081275
A59;ICD_codes;female;0.0043541364296081275
O33;ICD_codes;female;0.0043541364296081275
F44;ICD_codes;female;0.0043541364296081275
L56;ICD_codes;female;0.0043541364296081275
L52;ICD_codes;female;0.0043541364296081275
B82;ICD_codes;female;0.0043541364296081275
B05;ICD_codes;female;0.0043541364296081275
G81;ICD_codes;female;0.0043541364296081275
O64;ICD_codes;female;0.0043541364296081275
S91;ICD_codes;female;0.0043541364296081275
H44;ICD_codes;female;0.0043541364296081275
T45;ICD_codes;female;0.0043541364296081275
M91;ICD_codes;female;0.0043541364296081275
Z52;ICD_codes;female;0.0043541364296081275
L04;ICD_codes;female;0.0043541364296081275
K06;ICD_codes;female;0.0043541364296081275
I16;ICD_codes;female;0.0043541364296081275
G58;ICD_codes;female;0.0043541364296081275
A56;ICD_codes;female;0.0043541364296081275
724;Phecodes;female;0.004358881220486742
597;Phecodes;female;0.004358881220486742
442;Phecodes;female;0.004358881220486742
342;Phecodes;female;0.004358881220486742
567;Phecodes;female;0.004358881220486742
349;Phecodes;female;0.004358881220486742
204;Phecodes;female;0.004358881220486742
656;Phecodes;female;0.004358881220486742
282;Phecodes;female;0.004358881220486742
I89;ICD_codes;both;0.004448038819247877
S53;ICD_codes;both;0.004448038819247877
W55;ICD_codes;both;0.004448038819247877
D51;ICD_codes;both;0.004448038819247877
S03;ICD_codes;both;0.004448038819247877
B18;ICD_codes;both;0.004448038819247877
I42;ICD_codes;both;0.004448038819247877
S86;ICD_codes;both;0.004448038819247877
450;Phecodes;both;0.0044552450384771165
263;Phecodes;both;0.0044552450384771165
621;Phecodes;both;0.0044552450384771165
595;Phecodes;both;0.0044552450384771165
312;Phecodes;both;0.0044552450384771165
425;Phecodes;both;0.0044552450384771165
717;Phecodes;both;0.0044552450384771165
Z74;ICD_codes;male;0.0045662100456621
Z84;ICD_codes;male;0.0045662100456621
E16;ICD_codes;male;0.0045662100456621
D56;ICD_codes;male;0.0045662100456621
K27;ICD_codes;male;0.0045662100456621
A15;ICD_codes;male;0.0045662100456621
J84;ICD_codes;male;0.0045662100456621
I65;ICD_codes;male;0.0045662100456621
T82;ICD_codes;male;0.0045662100456621
D68;ICD_codes;male;0.0045662100456621
S27;ICD_codes;male;0.0045662100456621
F63;ICD_codes;male;0.0045662100456621
B26;ICD_codes;male;0.0045662100456621
Z46;ICD_codes;male;0.0045662100456621
C64;ICD_codes;male;0.0045662100456621
N97;ICD_codes;male;0.0045662100456621
N64;ICD_codes;male;0.0045662100456621
F06;ICD_codes;male;0.0045662100456621
E89;ICD_codes;male;0.0045662100456621
T75;ICD_codes;male;0.0045662100456621
T18;ICD_codes;male;0.0045662100456621
K91;ICD_codes;male;0.0045662100456621
818;Phecodes;male;0.004576659038901602
854;Phecodes;male;0.004576659038901602
251;Phecodes;male;0.004576659038901602
313;Phecodes;male;0.004576659038901602
430;Phecodes;male;0.004576659038901602
240;Phecodes;male;0.004576659038901602
F99;ICD_codes;both;0.004650222401940962
K91;ICD_codes;both;0.004650222401940962
Z46;ICD_codes;both;0.004650222401940962
V29;ICD_codes;both;0.004650222401940962
C67;ICD_codes;both;0.004650222401940962
I12;ICD_codes;both;0.004650222401940962
D36;ICD_codes;both;0.004650222401940962
225;Phecodes;both;0.004657756176589712
506;Phecodes;both;0.004657756176589712
210;Phecodes;both;0.004657756176589712
204;Phecodes;both;0.004657756176589712
623;Phecodes;both;0.004657756176589712
O32;ICD_codes;female;0.0047169811320754715
F52;ICD_codes;female;0.0047169811320754715
Z46;ICD_codes;female;0.0047169811320754715
Z29;ICD_codes;female;0.0047169811320754715
D16;ICD_codes;female;0.0047169811320754715
S53;ICD_codes;female;0.0047169811320754715
S73;ICD_codes;female;0.0047169811320754715
L64;ICD_codes;female;0.0047169811320754715
I89;ICD_codes;female;0.0047169811320754715
I86;ICD_codes;female;0.0047169811320754715
K91;ICD_codes;female;0.0047169811320754715
C34;ICD_codes;female;0.0047169811320754715
M11;ICD_codes;female;0.0047169811320754715
T79;ICD_codes;female;0.0047169811320754715
E74;ICD_codes;female;0.0047169811320754715
I26;ICD_codes;female;0.0047169811320754715
504;Phecodes;female;0.00472212132219397
577;Phecodes;female;0.00472212132219397
967;Phecodes;female;0.00472212132219397
450;Phecodes;female;0.00472212132219397
260;Phecodes;female;0.00472212132219397
213;Phecodes;female;0.00472212132219397
131;Phecodes;female;0.00472212132219397
446;Phecodes;female;0.00472212132219397
M11;ICD_codes;both;0.004852405984634048
D06;ICD_codes;both;0.004852405984634048
G81;ICD_codes;both;0.004852405984634048
G61;ICD_codes;both;0.004852405984634048
R65;ICD_codes;both;0.004852405984634048
A15;ICD_codes;both;0.004852405984634048
I77;ICD_codes;both;0.004852405984634048
E13;ICD_codes;both;0.004852405984634048
D16;ICD_codes;both;0.004852405984634048
B80;ICD_codes;both;0.004852405984634048
647;Phecodes;both;0.004860267314702308
342;Phecodes;both;0.004860267314702308
213;Phecodes;both;0.004860267314702308
282;Phecodes;both;0.004860267314702308
1008;Phecodes;both;0.004860267314702308
J13;ICD_codes;male;0.00502283105022831
I13;ICD_codes;male;0.00502283105022831
C20;ICD_codes;male;0.00502283105022831
C43;ICD_codes;male;0.00502283105022831
I36;ICD_codes;male;0.00502283105022831
F14;ICD_codes;male;0.00502283105022831
F19;ICD_codes;male;0.00502283105022831
M11;ICD_codes;male;0.00502283105022831
Z40;ICD_codes;male;0.00502283105022831
I08;ICD_codes;male;0.00502283105022831
K70;ICD_codes;male;0.00502283105022831
D16;ICD_codes;male;0.00502283105022831
739;Phecodes;male;0.005034324942791762
204;Phecodes;male;0.005034324942791762
286;Phecodes;male;0.005034324942791762
213;Phecodes;male;0.005034324942791762
626;Phecodes;male;0.005034324942791762
963;Phecodes;male;0.005034324942791762
O26;ICD_codes;both;0.005054589567327133
S41;ICD_codes;both;0.005054589567327133
O02;ICD_codes;both;0.005054589567327133
Z22;ICD_codes;both;0.005054589567327133
B82;ICD_codes;both;0.005054589567327133
Z84;ICD_codes;both;0.005054589567327133
Q61;ICD_codes;both;0.005054589567327133
J84;ICD_codes;both;0.005054589567327133
349;Phecodes;both;0.005062778452814905
Y04;ICD_codes;female;0.0050798258345428155
S96;ICD_codes;female;0.0050798258345428155
C54;ICD_codes;female;0.0050798258345428155
N88;ICD_codes;female;0.0050798258345428155
A15;ICD_codes;female;0.0050798258345428155
O65;ICD_codes;female;0.0050798258345428155
F42;ICD_codes;female;0.0050798258345428155
T46;ICD_codes;female;0.0050798258345428155
N72;ICD_codes;female;0.0050798258345428155
E34;ICD_codes;female;0.0050798258345428155
Z42;ICD_codes;female;0.0050798258345428155
N77;ICD_codes;female;0.0050798258345428155
I35;ICD_codes;female;0.0050798258345428155
Y84;ICD_codes;female;0.0050798258345428155
K74;ICD_codes;female;0.0050798258345428155
182;Phecodes;female;0.005085361423901199
972;Phecodes;female;0.005085361423901199
210;Phecodes;female;0.005085361423901199
958;Phecodes;female;0.005085361423901199
259;Phecodes;female;0.005085361423901199
Z29;ICD_codes;both;0.005256773150020219
G72;ICD_codes;both;0.005256773150020219
O34;ICD_codes;both;0.005256773150020219
R87;ICD_codes;both;0.005256773150020219
Y04;ICD_codes;both;0.005256773150020219
S89;ICD_codes;both;0.005256773150020219
T79;ICD_codes;both;0.005256773150020219
597;Phecodes;both;0.005265289590927501
655;Phecodes;both;0.005265289590927501
10;Phecodes;both;0.005265289590927501
200;Phecodes;both;0.005265289590927501
644;Phecodes;both;0.005265289590927501
is_redhaired;Questionnaire;male;0.005429864253393665
M66;ICD_codes;female;0.00544267053701016
N17;ICD_codes;female;0.00544267053701016
J43;ICD_codes;female;0.00544267053701016
L55;ICD_codes;female;0.00544267053701016
I77;ICD_codes;female;0.00544267053701016
L80;ICD_codes;female;0.00544267053701016
I21;ICD_codes;female;0.00544267053701016
D51;ICD_codes;female;0.00544267053701016
O91;ICD_codes;female;0.00544267053701016
E63;ICD_codes;female;0.00544267053701016
G61;ICD_codes;female;0.00544267053701016
E80;ICD_codes;female;0.00544267053701016
J84;ICD_codes;female;0.00544267053701016
S03;ICD_codes;female;0.00544267053701016
R33;ICD_codes;female;0.00544267053701016
Z84;ICD_codes;female;0.00544267053701016
302;Phecodes;female;0.005448601525608427
414;Phecodes;female;0.005448601525608427
415;Phecodes;female;0.005448601525608427
316;Phecodes;female;0.005448601525608427
225;Phecodes;female;0.005448601525608427
K65;ICD_codes;both;0.005458956732713303
N73;ICD_codes;both;0.005458956732713303
C43;ICD_codes;both;0.005458956732713303
E34;ICD_codes;both;0.005458956732713303
E22;ICD_codes;both;0.005458956732713303
259;Phecodes;both;0.0054678007290400975
385;Phecodes;both;0.0054678007290400975
256;Phecodes;both;0.0054678007290400975
I78;ICD_codes;male;0.005479452054794521
A41;ICD_codes;male;0.005479452054794521
J93;ICD_codes;male;0.005479452054794521
G81;ICD_codes;male;0.005479452054794521
F12;ICD_codes;male;0.005479452054794521
E21;ICD_codes;male;0.005479452054794521
F31;ICD_codes;male;0.005479452054794521
Y04;ICD_codes;male;0.005479452054794521
I69;ICD_codes;male;0.005479452054794521
J90;ICD_codes;male;0.005479452054794521
B18;ICD_codes;male;0.005479452054794521
M06;ICD_codes;male;0.005479452054794521
D61;ICD_codes;male;0.005479452054794521
S51;ICD_codes;male;0.005479452054794521
217;Phecodes;male;0.005491990846681922
312;Phecodes;male;0.005491990846681922
282;Phecodes;male;0.005491990846681922
613;Phecodes;male;0.005491990846681922
595;Phecodes;male;0.005491990846681922
284;Phecodes;male;0.005491990846681922
342;Phecodes;male;0.005491990846681922
714;Phecodes;male;0.005491990846681922
202;Phecodes;male;0.005491990846681922
K74;ICD_codes;both;0.005661140315406389
E73;ICD_codes;both;0.005661140315406389
R37;ICD_codes;both;0.005661140315406389
I30;ICD_codes;both;0.005661140315406389
442;Phecodes;both;0.005670311867152693
567;Phecodes;both;0.005670311867152693
771;Phecodes;both;0.005670311867152693
958;Phecodes;both;0.005670311867152693
I50;ICD_codes;female;0.005805515239477504
J39;ICD_codes;female;0.005805515239477504
F99;ICD_codes;female;0.005805515239477504
T67;ICD_codes;female;0.005805515239477504
K75;ICD_codes;female;0.005805515239477504
K51;ICD_codes;female;0.005805515239477504
C43;ICD_codes;female;0.005805515239477504
C79;ICD_codes;female;0.005805515239477504
N70;ICD_codes;female;0.005805515239477504
1013;Phecodes;female;0.005811841627315656
199;Phecodes;female;0.005811841627315656
676;Phecodes;female;0.005811841627315656
189;Phecodes;female;0.005811841627315656
720;Phecodes;female;0.005811841627315656
428;Phecodes;female;0.005811841627315656
642;Phecodes;female;0.005811841627315656
is_vegetarian;Questionnaire;both;0.005813953488372093
N43;ICD_codes;both;0.005863323898099474
J90;ICD_codes;both;0.005863323898099474
K85;ICD_codes;both;0.005863323898099474
N12;ICD_codes;both;0.005863323898099474
R16;ICD_codes;both;0.005863323898099474
T75;ICD_codes;both;0.005863323898099474
F06;ICD_codes;both;0.005863323898099474
T45;ICD_codes;both;0.005863323898099474
707;Phecodes;both;0.005872823005265289
E34;ICD_codes;male;0.005936073059360731
Z29;ICD_codes;male;0.005936073059360731
R26;ICD_codes;male;0.005936073059360731
I71;ICD_codes;male;0.005936073059360731
K90;ICD_codes;male;0.005936073059360731
N21;ICD_codes;male;0.005936073059360731
H20;ICD_codes;male;0.005936073059360731
N35;ICD_codes;male;0.005936073059360731
H18;ICD_codes;male;0.005936073059360731
K25;ICD_codes;male;0.005936073059360731
T85;ICD_codes;male;0.005936073059360731
Y66;ICD_codes;male;0.005936073059360731
B82;ICD_codes;male;0.005936073059360731
R61;ICD_codes;male;0.005936073059360731
G93;ICD_codes;male;0.005936073059360731
T79;ICD_codes;male;0.005936073059360731
R65;ICD_codes;male;0.005936073059360731
378;Phecodes;male;0.005949656750572082
38;Phecodes;male;0.005949656750572082
252;Phecodes;male;0.005949656750572082
364;Phecodes;male;0.005949656750572082
557;Phecodes;male;0.005949656750572082
349;Phecodes;male;0.005949656750572082
259;Phecodes;male;0.005949656750572082
281;Phecodes;male;0.005949656750572082
990;Phecodes;male;0.005949656750572082
F31;ICD_codes;both;0.00606550748079256
F42;ICD_codes;both;0.00606550748079256
S91;ICD_codes;both;0.00606550748079256
O36;ICD_codes;both;0.00606550748079256
T42;ICD_codes;both;0.00606550748079256
N52;ICD_codes;both;0.00606550748079256
D48;ICD_codes;both;0.00606550748079256
T46;ICD_codes;both;0.00606550748079256
Y66;ICD_codes;both;0.00606550748079256
K75;ICD_codes;both;0.00606550748079256
972;Phecodes;both;0.006075334143377886
260;Phecodes;both;0.006075334143377886
J90;ICD_codes;female;0.006168359941944848
E00;ICD_codes;female;0.006168359941944848
L66;ICD_codes;female;0.006168359941944848
Y66;ICD_codes;female;0.006168359941944848
B80;ICD_codes;female;0.006168359941944848
D36;ICD_codes;female;0.006168359941944848
200;Phecodes;female;0.006175081729022884
J39;ICD_codes;both;0.006267691063485645
T85;ICD_codes;both;0.006267691063485645
D68;ICD_codes;both;0.006267691063485645
1013;Phecodes;both;0.006277845281490482
654;Phecodes;both;0.006277845281490482
S86;ICD_codes;male;0.006392694063926941
K75;ICD_codes;male;0.006392694063926941
L26;ICD_codes;male;0.006392694063926941
T23;ICD_codes;male;0.006392694063926941
K74;ICD_codes;male;0.006392694063926941
L74;ICD_codes;male;0.006392694063926941
958;Phecodes;male;0.006407322654462242
295;Phecodes;male;0.006407322654462242
270;Phecodes;male;0.006407322654462242
597;Phecodes;male;0.006407322654462242
969;Phecodes;male;0.006407322654462242
Z17;ICD_codes;both;0.00646987464617873
J13;ICD_codes;both;0.00646987464617873
H18;ICD_codes;both;0.00646987464617873
603;Phecodes;both;0.0064803564196030785
270;Phecodes;both;0.0064803564196030785
416;Phecodes;both;0.0064803564196030785
990;Phecodes;both;0.0064803564196030785
652;Phecodes;both;0.0064803564196030785
F31;ICD_codes;female;0.006531204644412192
S81;ICD_codes;female;0.006531204644412192
S70;ICD_codes;female;0.006531204644412192
O21;ICD_codes;female;0.006531204644412192
B27;ICD_codes;female;0.006531204644412192
T85;ICD_codes;female;0.006531204644412192
635;Phecodes;female;0.006538321830730113
10;Phecodes;female;0.006538321830730113
717;Phecodes;female;0.006538321830730113
643;Phecodes;female;0.006538321830730113
270;Phecodes;female;0.006538321830730113
L80;ICD_codes;both;0.006672058228871815
R78;ICD_codes;both;0.006672058228871815
I99;ICD_codes;both;0.006672058228871815
L66;ICD_codes;both;0.006672058228871815
S70;ICD_codes;both;0.006672058228871815
286;Phecodes;both;0.006682867557715674
313;Phecodes;both;0.006682867557715674
is_redhaired;Questionnaire;both;0.00681635926222935
Z12;ICD_codes;male;0.00684931506849315
S70;ICD_codes;male;0.00684931506849315
L90;ICD_codes;male;0.00684931506849315
K37;ICD_codes;male;0.00684931506849315
I42;ICD_codes;male;0.00684931506849315
C67;ICD_codes;male;0.00684931506849315
J39;ICD_codes;male;0.00684931506849315
J10;ICD_codes;male;0.00684931506849315
F48;ICD_codes;male;0.00684931506849315
M85;ICD_codes;male;0.00684931506849315
1013;Phecodes;male;0.006864988558352402
425;Phecodes;male;0.006864988558352402
938;Phecodes;male;0.006864988558352402
506;Phecodes;male;0.006864988558352402
T38;ICD_codes;both;0.006874241811564901
Z97;ICD_codes;both;0.006874241811564901
Z74;ICD_codes;both;0.006874241811564901
N00;ICD_codes;both;0.006874241811564901
O70;ICD_codes;both;0.006874241811564901
I97;ICD_codes;both;0.006874241811564901
C34;ICD_codes;both;0.006874241811564901
271;Phecodes;both;0.00688537869582827
S89;ICD_codes;female;0.006894049346879536
W55;ICD_codes;female;0.006894049346879536
D13;ICD_codes;female;0.006894049346879536
T75;ICD_codes;female;0.006894049346879536
H18;ICD_codes;female;0.006894049346879536
F06;ICD_codes;female;0.006894049346879536
990;Phecodes;female;0.006901561932437341
263;Phecodes;female;0.006901561932437341
184;Phecodes;female;0.006901561932437341
508;Phecodes;female;0.006901561932437341
385;Phecodes;female;0.006901561932437341
747;Phecodes;female;0.006901561932437341
771;Phecodes;female;0.006901561932437341
R58;ICD_codes;both;0.007076425394257986
R61;ICD_codes;both;0.007076425394257986
K37;ICD_codes;both;0.007076425394257986
L74;ICD_codes;both;0.007076425394257986
I69;ICD_codes;both;0.007076425394257986
962;Phecodes;both;0.007087889833940867
M95;ICD_codes;female;0.00725689404934688
O92;ICD_codes;female;0.00725689404934688
N12;ICD_codes;female;0.00725689404934688
O60;ICD_codes;female;0.00725689404934688
M10;ICD_codes;female;0.00725689404934688
N13;ICD_codes;female;0.00725689404934688
B95;ICD_codes;female;0.00725689404934688
C78;ICD_codes;female;0.00725689404934688
K81;ICD_codes;female;0.00725689404934688
K61;ICD_codes;female;0.00725689404934688
K37;ICD_codes;female;0.00725689404934688
90;Phecodes;female;0.00726480203414457
1014;Phecodes;female;0.00726480203414457
661;Phecodes;female;0.00726480203414457
M66;ICD_codes;both;0.007278608976951072
O80;ICD_codes;both;0.007278608976951072
O42;ICD_codes;both;0.007278608976951072
K51;ICD_codes;both;0.007278608976951072
R70;ICD_codes;both;0.007278608976951072
T67;ICD_codes;both;0.007278608976951072
414;Phecodes;both;0.007290400972053463
253;Phecodes;both;0.007290400972053463
295;Phecodes;both;0.007290400972053463
739;Phecodes;both;0.007290400972053463
577;Phecodes;both;0.007290400972053463
378;Phecodes;both;0.007290400972053463
F42;ICD_codes;male;0.0073059360730593605
K65;ICD_codes;male;0.0073059360730593605
G72;ICD_codes;male;0.0073059360730593605
B08;ICD_codes;male;0.0073059360730593605
L66;ICD_codes;male;0.0073059360730593605
N62;ICD_codes;male;0.0073059360730593605
V29;ICD_codes;male;0.0073059360730593605
E88;ICD_codes;male;0.0073059360730593605
L63;ICD_codes;male;0.0073059360730593605
R36;ICD_codes;male;0.0073059360730593605
E13;ICD_codes;male;0.0073059360730593605
Q61;ICD_codes;male;0.0073059360730593605
Q66;ICD_codes;male;0.0073059360730593605
D35;ICD_codes;male;0.0073059360730593605
T46;ICD_codes;male;0.0073059360730593605
M93;ICD_codes;male;0.0073059360730593605
612;Phecodes;male;0.007322654462242563
567;Phecodes;male;0.007322654462242563
972;Phecodes;male;0.007322654462242563
227;Phecodes;male;0.007322654462242563
442;Phecodes;male;0.007322654462242563
N75;ICD_codes;both;0.0074807925596441565
W64;ICD_codes;both;0.0074807925596441565
F50;ICD_codes;both;0.0074807925596441565
H20;ICD_codes;both;0.0074807925596441565
281;Phecodes;both;0.0074929121101660594
Y93;ICD_codes;female;0.007619738751814224
D68;ICD_codes;female;0.007619738751814224
L74;ICD_codes;female;0.007619738751814224
T42;ICD_codes;female;0.007619738751814224
J13;ICD_codes;female;0.007619738751814224
80;Phecodes;female;0.007628042135851798
359;Phecodes;female;0.007628042135851798
S81;ICD_codes;both;0.007682976142337242
K81;ICD_codes;both;0.007682976142337242
I26;ICD_codes;both;0.007682976142337242
Z40;ICD_codes;both;0.007682976142337242
O24;ICD_codes;both;0.007682976142337242
Z33;ICD_codes;both;0.007682976142337242
364;Phecodes;both;0.007695423248278655
D47;ICD_codes;male;0.007762557077625571
L42;ICD_codes;male;0.007762557077625571
T17;ICD_codes;male;0.007762557077625571
Z47;ICD_codes;male;0.007762557077625571
H15;ICD_codes;male;0.007762557077625571
T45;ICD_codes;male;0.007762557077625571
134;Phecodes;male;0.007780320366132723
348;Phecodes;male;0.007780320366132723
260;Phecodes;male;0.007780320366132723
C79;ICD_codes;both;0.007885159725030328
T17;ICD_codes;both;0.007885159725030328
420;Phecodes;both;0.007897934386391251
665;Phecodes;both;0.007897934386391251
is_vegetarian;Questionnaire;female;0.007919366450683946
is_redhaired;Questionnaire;female;0.007919366450683946
L05;ICD_codes;female;0.007982583454281567
T17;ICD_codes;female;0.007982583454281567
E22;ICD_codes;female;0.007982583454281567
R80;ICD_codes;female;0.007982583454281567
R61;ICD_codes;female;0.007982583454281567
K83;ICD_codes;female;0.007982583454281567
394;Phecodes;female;0.007991282237559027
295;Phecodes;female;0.007991282237559027
961;Phecodes;female;0.007991282237559027
621;Phecodes;female;0.007991282237559027
159;Phecodes;female;0.007991282237559027
269;Phecodes;female;0.007991282237559027
286;Phecodes;female;0.007991282237559027
969;Phecodes;both;0.008100445524503848
90;Phecodes;both;0.008100445524503848
316;Phecodes;both;0.008100445524503848
L28;ICD_codes;male;0.00821917808219178
S91;ICD_codes;male;0.00821917808219178
I12;ICD_codes;male;0.00821917808219178
R43;ICD_codes;male;0.00821917808219178
H62;ICD_codes;male;0.00821917808219178
K81;ICD_codes;male;0.00821917808219178
G40;ICD_codes;male;0.00821917808219178
S41;ICD_codes;male;0.00821917808219178
G50;ICD_codes;male;0.00821917808219178
L80;ICD_codes;male;0.00821917808219178
1008;Phecodes;male;0.008237986270022883
K83;ICD_codes;both;0.008289526890416498
H15;ICD_codes;both;0.008289526890416498
K25;ICD_codes;both;0.008289526890416498
E88;ICD_codes;both;0.008289526890416498
415;Phecodes;both;0.008302956662616445
D48;ICD_codes;female;0.008345428156748911
I69;ICD_codes;female;0.008345428156748911
Z22;ICD_codes;female;0.008345428156748911
E73;ICD_codes;female;0.008345428156748911
C18;ICD_codes;female;0.008345428156748911
647;Phecodes;female;0.008354522339266255
378;Phecodes;female;0.008354522339266255
211;Phecodes;female;0.008354522339266255
623;Phecodes;female;0.008354522339266255
313;Phecodes;female;0.008354522339266255
I35;ICD_codes;both;0.008491710473109584
L26;ICD_codes;both;0.008491710473109584
R26;ICD_codes;both;0.008491710473109584
D47;ICD_codes;both;0.008491710473109584
I78;ICD_codes;both;0.008491710473109584
M95;ICD_codes;both;0.008491710473109584
J43;ICD_codes;both;0.008491710473109584
508;Phecodes;both;0.00850546780072904
961;Phecodes;both;0.00850546780072904
Z31;ICD_codes;male;0.008675799086757991
K56;ICD_codes;male;0.008675799086757991
B89;ICD_codes;male;0.008675799086757991
K83;ICD_codes;male;0.008675799086757991
D21;ICD_codes;male;0.008675799086757991
K85;ICD_codes;male;0.008675799086757991
L70;ICD_codes;male;0.008675799086757991
L84;ICD_codes;male;0.008675799086757991
T23;ICD_codes;both;0.008693894055802669
F48;ICD_codes;both;0.008693894055802669
G40;ICD_codes;both;0.008693894055802669
